# Tetrahedron method
       -1.8794474147        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -1.7559610898        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -1.6324747649        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -1.5089884400        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -1.3855021151        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -1.2620157902        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -1.1385294654        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -1.0150431405        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -0.8915568156        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -0.7680704907        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -0.6445841658        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -0.5210978409        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -0.3976115160        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -0.2741251911        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -0.1506388662        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -0.0271525414        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
        0.0963337835        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
        0.2198201084        0.0000086568        0.0000086568        0.0000134428        0.0000134418        0.0000489308        0.0000490132        0.0000489304        0.0000489304        0.0000490132        0.0000489308
        0.3433064333        0.0000459877        0.0000459877        0.0000714750        0.0000714718        0.0002604327        0.0002608179        0.0002604204        0.0002604204        0.0002608179        0.0002604327
        0.4667927582        0.0000976292        0.0000976292        0.0001516931        0.0001516874        0.0005534412        0.0005548160        0.0005534227        0.0005534227        0.0005548160        0.0005534412
        0.5902790831        0.0001774204        0.0001774204        0.0002753604        0.0002753610        0.0010062101        0.0010106313        0.0010062116        0.0010062116        0.0010106313        0.0010062101
        0.7137654080        0.0002824100        0.0002824100        0.0004375548        0.0004375422        0.0016022697        0.0016132656        0.0016022733        0.0016022733        0.0016132656        0.0016022697
        0.8372517329        0.0003927435        0.0003927435        0.0006072674        0.0006073190        0.0022298328        0.0022514778        0.0022298882        0.0022298882        0.0022514778        0.0022298328
        0.9607380578        0.0005262625        0.0005262625        0.0008123006        0.0008122275        0.0029909241        0.0030298468        0.0029908994        0.0029908994        0.0030298468        0.0029909241
        1.0842243827        0.0006775377        0.0006775377        0.0010433610        0.0010433690        0.0038545871        0.0039207036        0.0038546304        0.0038546304        0.0039207036        0.0038545871
        1.2077107075        0.0008514038        0.0008514038        0.0013078037        0.0013077425        0.0048485452        0.0049551077        0.0048485950        0.0048485950        0.0049551077        0.0048485452
        1.3311970324        0.0010467276        0.0010467276        0.0016027716        0.0016025759        0.0059665974        0.0061312778        0.0059666640        0.0059666640        0.0061312778        0.0059665974
        1.4546833573        0.0012713800        0.0012713800        0.0019391564        0.0019391390        0.0072524205        0.0075020397        0.0072525725        0.0072525725        0.0075020397        0.0072524205
        1.5781696822        0.0015084211        0.0015084211        0.0022903573        0.0022900790        0.0086096197        0.0089739325        0.0086098872        0.0086098872        0.0089739325        0.0086096197
        1.7016560071        0.0017731059        0.0017731059        0.0026787060        0.0026787053        0.0101273580        0.0106438913        0.0101276873        0.0101276873        0.0106438913        0.0101273580
        1.8251423320        0.0020745495        0.0020745495        0.0031160370        0.0031155501        0.0118483411        0.0125830336        0.0118485213        0.0118485213        0.0125830336        0.0118483411
        1.9486286569        0.0023963934        0.0023963934        0.0035754522        0.0035749656        0.0136850802        0.0147000881        0.0136855192        0.0136855192        0.0147000881        0.0136850802
        2.0721149818        0.0027699776        0.0027699776        0.0041001352        0.0040989780        0.0158005392        0.0172121142        0.0158011633        0.0158011633        0.0172121142        0.0158005392
        2.1956013067        0.0031599096        0.0031599096        0.0046320095        0.0046308833        0.0179902415        0.0199149777        0.0179915330        0.0179915330        0.0199149777        0.0179902415
        2.3190876315        0.0036256365        0.0036256365        0.0052517988        0.0052496740        0.0205605381        0.0232304452        0.0205616034        0.0205616034        0.0232304452        0.0205605381
        2.4425739564        0.0041238060        0.0041238060        0.0058920351        0.0058906638        0.0232730763        0.0269042035        0.0232757143        0.0232757143        0.0269042035        0.0232730763
        2.5660602813        0.0047138228        0.0047138228        0.0066182314        0.0066141113        0.0263723157        0.0314203058        0.0263751894        0.0263751894        0.0314203058        0.0263723157
        2.6895466062        0.0054004109        0.0054004109        0.0074224964        0.0074194558        0.0298573559        0.0368755361        0.0298629833        0.0298629833        0.0368755361        0.0298573559
        2.8130329311        0.0061950196        0.0061950196        0.0082873520        0.0082860985        0.0336723487        0.0434943494        0.0336787657        0.0336787657        0.0434943494        0.0336723487
        2.9365192560        0.0071901774        0.0071901774        0.0092894484        0.0092851557        0.0380816399        0.0521560340        0.0380949694        0.0380949694        0.0521560340        0.0380816399
